_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
dc5bce0af4d3e1576b0d634da9a2f093,1-fba802a44ab7274c6c8b264530b55ba8,2018-4-28,Paraíso,-23.57677,-46.63933,70220,56,14,30,30,26,13,1,43,REABASTECER,118
c96d39acd9ddb534cd0fc9a77657f745,1-11c0b965aecbea1963235d16c3d60807,2018-5-4,Paraíso,-23.57677,-46.63933,70599,86,47,49,8,43,33,23,16,NORMAL,124
7471f6094f1d927aadfc45df7c322a5a,1-822d0e3598f6f32f19dd6c7c9a964b4e,2018-5-6,Paraíso,-23.57677,-46.63933,73562,69,34,39,43,35,28,16,7,NORMAL,126
81ffb67066478f29dd5e44ded44a71f8,1-18215731dcf8b70eaeb5df8df3ad74c5,2018-5-11,Paraíso,-23.57677,-46.63933,72227,23,65,5,36,16,6,38,32,NORMAL,131
d60a9343ab2419edb79afad6044cbcf7,1-2a88d23de3c95a5a6ae53abf1bc78887,2018-5-22,Paraíso,-23.57677,-46.63933,74052,86,55,57,43,20,20,37,24,NORMAL,142
2d654d24465823dd5b5de4a82305a602,1-2a88d23de3c95a5a6ae53abf1bc78887,2018-5-22,Paraíso,-23.57677,-46.63933,74052,86,55,57,43,20,20,37,24,NORMAL,142
483b71738752e2e7d7df0641f8bfdf52,1-48b0cf9d187064f69b2b8095b7302861,2018-5-24,Paraíso,-23.57677,-46.63933,74035,63,45,42,37,11,13,32,19,NORMAL,144
27e1cb9133c9edab1758e0123ab93f41,1-4be23ff22102c8a7d2c6863412a069ac,2018-5-25,Paraíso,-23.57677,-46.63933,72513,53,36,38,33,7,13,29,14,NORMAL,145
3caaf3da1043b439658ef9b5adfc0198,1-27b7c0f0b6829f81df42c89e83c402e6,2018-6-2,Paraíso,-23.57677,-46.63933,73250,76,55,54,18,23,39,7,24,NORMAL,152
c96d39acd9ddb534cd0fc9a77659a2f0,1-53ebac73667c853f2661544e562733dd,2018-6-3,Paraíso,-23.57677,-46.63933,72465,66,46,46,13,18,36,4,22,REABASTECER,153
f40ff6236362c18a8fe5cdb5fc3008f5,1-a5df917f353d1cfe454cf89b9862748d,2018-6-16,Paraíso,-23.57677,-46.63933,70748,21,43,22,23,10,25,37,12,NORMAL,166
df228b8fe17b41e62c053b7850bc18b1,1-74f963cbc22a3b739dfe91b27e11e71d,2018-6-17,Paraíso,-23.57677,-46.63933,71284,10,37,18,23,7,22,33,8,REABASTECER,167
e8d11ba5f5f5d0a6835689c461966d2b,1-7c5c29dde9a55e005f9eafba8cea914d,2018-6-27,Paraíso,-23.57677,-46.63933,70164,86,34,11,6,15,29,31,10,NORMAL,177
1c7124b05bd89c58cb7c763c8cc7d7ee,1-563bf74fda669826991fda8cff1feeed,2018-6-30,Paraíso,-23.57677,-46.63933,73196,52,10,55,41,6,20,21,43,REABASTECER,180
3caaf3da1043b439658ef9b5adfe9896,1-cdf310293589ba0a677d7a1840d5b677,2018-7-5,Paraíso,-23.57677,-46.63933,70655,86,49,18,18,31,7,4,18,REABASTECER,185
483b71738752e2e7d7df0641f8e036fe,1-084b25f1bf28f2bb35ea1eb1d87ea9fb,2018-7-6,Paraíso,-23.57677,-46.63933,70563,78,39,13,17,26,4,43,13,NORMAL,186
c0a956262e70c868f7a06ffa2df2a408,1-c2379104388a3cf980b12ef7b55493f2,2018-7-14,Paraíso,-23.57677,-46.63933,71835,86,65,25,19,31,26,13,25,NORMAL,194
82f869036f373e203d597d25751a7239,1-d5542558300db59b8fd13937814031c3,2018-7-17,Paraíso,-23.57677,-46.63933,72833,58,46,5,9,20,12,43,17,REABASTECER,197
27e1cb9133c9edab1758e0123aa0d494,1-b8b5725371c574b668c3ff2d65ad0648,2018-7-20,Paraíso,-23.57677,-46.63933,73119,29,24,53,40,7,43,33,2,REABASTECER,200
f40ff6236362c18a8fe5cdb5fc1844e6,1-ab29baa9b82d3eb88603eebb76d223fb,2018-7-28,Paraíso,-23.57677,-46.63933,71682,49,46,65,20,19,28,37,11,NORMAL,208
2d654d24465823dd5b5de4a8230abfc8,1-7e72f295fdfbdee1cce815dd6bdc7c10,2018-7-29,Paraíso,-23.57677,-46.63933,73597,38,41,60,16,13,27,34,8,NORMAL,209
c0a956262e70c868f7a06ffa2df3b02c,1-8b8cd85306d61eb15cb3454bcb5ced18,2018-8-1,Paraíso,-23.57677,-46.63933,71105,15,31,50,11,3,16,23,43,REABASTECER,211
7fae30dd2c6b28a678c411aeace6a435,1-af3c892fd9700fe437b1581dd37cc9fc,2018-8-20,Paraíso,-23.57677,-46.63933,70427,86,38,45,43,13,30,34,22,NORMAL,230
dc5bce0af4d3e1576b0d634da98ec273,1-9d0a175e9c4c7ffc8fa953a158f644b8,2018-8-21,Paraíso,-23.57677,-46.63933,72535,74,32,38,43,9,24,28,16,NORMAL,231
7471f6094f1d927aadfc45df7c1f9a3b,1-bcb772db8c91210c1d2f32837c4cfc32,2018-8-29,Paraíso,-23.57677,-46.63933,72180,86,48,53,29,14,40,39,28,NORMAL,239
27e1cb9133c9edab1758e0123aa471b4,1-5862ca0be2f4d3c7e7077e5e64f6eaf6,2018-9-3,Paraíso,-23.57677,-46.63933,73620,43,29,21,19,43,34,25,12,NORMAL,243
392e287e0bd903ed091266c5abf9089b,1-b4cc5c49df0abd851db7ce26df86140a,2018-9-11,Paraíso,-23.57677,-46.63933,72191,44,46,39,37,9,27,38,28,NORMAL,251
81ffb67066478f29dd5e44ded452e34b,1-85a20d8579ab72f426c52a0b0c83c516,2018-9-13,Paraíso,-23.57677,-46.63933,72814,24,35,26,32,43,20,30,19,NORMAL,253
2d654d24465823dd5b5de4a8230f68c1,1-97df7cac6722835ba58810ccbfa92e07,2018-9-29,Paraíso,-23.57677,-46.63933,73777,33,65,47,31,24,13,4,33,NORMAL,269
13ff47076576fbe15822c6c2b67d9d85,1-3269d4989735d859372d02c74b142df5,2018-10-11,Paraíso,-23.57677,-46.63933,71352,78,65,38,28,18,26,39,35,NORMAL,281
dc5bce0af4d3e1576b0d634da9afa927,1-3269d4989735d859372d02c74b142df5,2018-10-11,Paraíso,-23.57677,-46.63933,71352,78,65,38,28,18,26,39,35,NORMAL,281
df228b8fe17b41e62c053b7850c4b5a9,1-5c84356ce3adcc8ee9db81818e4765e7,2018-10-25,Paraíso,-23.57677,-46.63933,73307,29,60,65,23,43,37,30,12,NORMAL,295
f40ff6236362c18a8fe5cdb5fc1e5d6d,1-5c84356ce3adcc8ee9db81818e4765e7,2018-10-25,Paraíso,-23.57677,-46.63933,73307,29,60,65,23,43,37,30,12,NORMAL,295
c0a956262e70c868f7a06ffa2dfa1fc5,1-c27299bebe814ee5e06192727754d223,2018-10-26,Paraíso,-23.57677,-46.63933,73178,18,55,60,21,39,35,25,9,NORMAL,296
d60a9343ab2419edb79afad6045829d3,1-3971cfe0ffb20b5823a665caa3dee08c,2018-10-29,Paraíso,-23.57677,-46.63933,71722,74,36,39,12,23,28,15,39,NORMAL,299
7471f6094f1d927aadfc45df7c23a427,1-c00b2e633d6ae4fd0ce3aa744311795b,2018-11-1,Paraíso,-23.57677,-46.63933,71422,54,16,28,4,17,16,8,31,NORMAL,301
e8d11ba5f5f5d0a6835689c461a04d40,1-d7340d0dec3f98da5799aa4273cb5910,2018-11-8,Paraíso,-23.57677,-46.63933,73319,69,37,43,16,32,39,25,43,NORMAL,308
7471f6094f1d927aadfc45df7c4079a1,1-fd1e4520449c1ecfb0120e2d9a7b1b41,2018-11-9,Paraíso,-23.57677,-46.63933,73508,61,31,37,14,28,38,20,38,NORMAL,309
e8d11ba5f5f5d0a6835689c461a07a56,1-d199f1c23a212f9cd880b495dc71d1b0,2018-11-11,Paraíso,-23.57677,-46.63933,72704,40,16,27,6,19,29,15,29,NORMAL,311
dc5bce0af4d3e1576b0d634da994e7b9,1-eaf39fdf1004dec478ed584ed02f2758,2018-11-16,Paraíso,-23.57677,-46.63933,73386,86,50,54,32,43,8,34,8,NORMAL,316
ce8629a3db03c405e9a58e63a01816f4,1-7f99e00d2ebb0cd5979b49805f8d3517,2018-11-26,Paraíso,-23.57677,-46.63933,73446,71,56,45,43,6,21,35,11,NORMAL,326
7e1b042b14e8833c73af3ca4b108f1fd,1-fe5feff5cb914ed13a78ebdc1dbedea6,2018-12-1,Paraíso,-23.57677,-46.63933,73550,16,13,7,24,27,9,10,38,NORMAL,331
483b71738752e2e7d7df0641f8ce3f11,1-835e5f0b68042ef24ef9f0d6856fd9c7,2018-12-5,Paraíso,-23.57677,-46.63933,73393,70,60,45,22,11,35,39,20,NORMAL,335
13ff47076576fbe15822c6c2b6817e03,1-36e0d4f18097a99b3bb67f71426162d8,2018-12-10,Paraíso,-23.57677,-46.63933,71719,23,29,12,12,38,20,27,43,NORMAL,340
f40ff6236362c18a8fe5cdb5fc21a1d1,1-90fa8c712f236a85c64351fd4ece4eaf,2018-12-11,Paraíso,-23.57677,-46.63933,70606,13,21,6,10,36,16,23,40,REABASTECER,341
9c18dbd457a3ea3a7422c5eb0f00a7bf,1-f808ac51f8f579aede7ec74ea14b3cbe,2018-12-18,Paraíso,-23.57677,-46.63933,70677,30,50,19,27,4,32,34,11,NORMAL,348
2848b802196931d6620f97507d27614d,1-a3d619ca0f8dfbadc9f23ab3600f344e,2018-12-22,Paraíso,-23.57677,-46.63933,70645,76,20,58,17,33,20,22,38,NORMAL,352
82f869036f373e203d597d25752588cf,1-54da6c12ed83a9ea588b585ec807ba26,2018-12-28,Paraíso,-23.57677,-46.63933,71149,14,55,20,34,10,9,41,14,NORMAL,358
e8d11ba5f5f5d0a6835689c461a51725,1-c26983720bf7bd79ac6428d3e48e42e3,2019-1-5,Paraíso,-23.57677,-46.63933,74038,36,19,40,9,30,27,18,32,NORMAL,365
e8d11ba5f5f5d0a6835689c4618812b4,1-a6cc3e858e10249a8fd5f19f5181b18b,2019-1-6,Paraíso,-23.57677,-46.63933,72366,24,14,33,3,25,26,12,27,NORMAL,366
1c7124b05bd89c58cb7c763c8cf1854e,1-5c333c13819dc51d166040b42616b4de,2019-1-9,Paraíso,-23.57677,-46.63933,73367,86,61,12,37,14,15,41,15,NORMAL,369
13ff47076576fbe15822c6c2b683d2d8,1-052592735f09567b3cbe8342016515e0,2019-1-11,Paraíso,-23.57677,-46.63933,73375,65,52,65,33,6,11,33,9,REABASTECER,371
c96d39acd9ddb534cd0fc9a7766aef51,1-5a8457a4450efed95c0ba4d59afe2fd7,2019-1-14,Paraíso,-23.57677,-46.63933,72791,35,31,49,29,37,43,17,38,NORMAL,374
d232555727910860ff24f5c9bf2291d0,1-d63e16fa24e4d57ff5a2ae511b051912,2019-1-17,Paraíso,-23.57677,-46.63933,70314,9,16,25,20,27,33,9,24,REABASTECER,377
2848b802196931d6620f97507d2a1ea7,1-e14f906675db00138f488e525ff9e8c9,2019-1-28,Paraíso,-23.57677,-46.63933,73767,65,9,33,30,32,41,3,30,REABASTECER,388
df228b8fe17b41e62c053b7850cb2527,1-02bc5ae6afab7e35a351b74f1ded7360,2019-1-30,Paraíso,-23.57677,-46.63933,71345,47,63,19,22,22,37,39,21,NORMAL,390
82f869036f373e203d597d257528d4a5,1-0f10ceb183fde68a66f2d119bedd70cc,2019-2-11,Paraíso,-23.57677,-46.63933,72239,34,58,8,27,28,15,37,19,REABASTECER,401
98f3f4c0333bc77f7ad6070cf7c75c5a,1-2c4cf0f2b1f919c87c9ac43a68d34c64,2019-2-12,Paraíso,-23.57677,-46.63933,71661,21,48,65,27,24,12,33,17,NORMAL,402
ce8629a3db03c405e9a58e63a01dd3ac,1-e9b3e7597d8730c155a318577f74632f,2019-2-19,Paraíso,-23.57677,-46.63933,71572,50,6,15,43,39,29,5,29,REABASTECER,409
74a28781ccb7981450cb95c2a6b569a1,1-e10d7e9ed78bb36762fffc44bc19da9c,2019-2-22,Paraíso,-23.57677,-46.63933,73180,23,47,57,34,28,17,35,16,NORMAL,412
a922ee71e1c540228384bfc6c7033724,1-b18856990914dfdd2a3bb732d84d2113,2019-2-30,Paraíso,-23.57677,-46.63933,73021,26,10,4,23,37,42,3,26,REABASTECER,420
ce8629a3db03c405e9a58e63a01e94f4,1-d994c611b42e53e89934ead8c03035a0,2019-3-2,Paraíso,-23.57677,-46.63933,72903,6,65,59,18,31,39,40,17,NORMAL,422
1c7124b05bd89c58cb7c763c8cd87d3f,1-d994c611b42e53e89934ead8c03035a0,2019-3-2,Paraíso,-23.57677,-46.63933,72903,6,65,59,18,31,39,40,17,NORMAL,422
ce8629a3db03c405e9a58e63a01f63b4,1-56ee1a291f0ec4e27fa3ca96508bf9c0,2019-3-13,Paraíso,-23.57677,-46.63933,71145,86,3,45,25,31,42,2,23,REABASTECER,433
483b71738752e2e7d7df0641f8f24c3d,1-5e4d5671bca3669f5ec46d4430eda2e7,2019-3-20,Paraíso,-23.57677,-46.63933,70808,17,42,60,37,3,26,16,38,NORMAL,440
e8d11ba5f5f5d0a6835689c461aa086e,1-0171ec02fc56b30100f0de11bd9d629a,2019-3-22,Paraíso,-23.57677,-46.63933,72726,86,34,47,34,40,22,12,29,NORMAL,442
7e1b042b14e8833c73af3ca4b1110b6b,1-a9944c8d2ec2c07cc739cc907ede99ad,2019-3-26,Paraíso,-23.57677,-46.63933,71059,44,12,12,25,28,13,39,14,NORMAL,446
d232555727910860ff24f5c9bf2895df,1-40b940213ce2d4ed0a875b70f57db2ed,2019-3-29,Paraíso,-23.57677,-46.63933,70324,17,61,59,11,22,7,28,5,NORMAL,449
1c7124b05bd89c58cb7c763c8cdaa436,1-ec4387389aa8b47f6a17d68009dcd462,2019-4-1,Paraíso,-23.57677,-46.63933,73096,86,52,49,4,16,43,23,39,REABASTECER,451
2d654d24465823dd5b5de4a8231e2cd4,1-240492e85a807f039be3d59a9edf7397,2019-4-17,Paraíso,-23.57677,-46.63933,70315,16,15,3,31,31,36,41,16,REABASTECER,467
e8d11ba5f5f5d0a6835689c461abe465,1-688ff20750290c02319bdb251113ed56,2019-4-19,Paraíso,-23.57677,-46.63933,70407,86,65,61,19,23,24,33,7,NORMAL,469
c96d39acd9ddb534cd0fc9a77671ee4f,1-6207b046d4a15020886797759d15db2c,2019-4-20,Paraíso,-23.57677,-46.63933,73442,73,61,53,17,21,23,27,1,REABASTECER,470
f40ff6236362c18a8fe5cdb5fc459a27,1-35cbd703c9e5caf67436479f7e70c3b1,2019-4-26,Paraíso,-23.57677,-46.63933,72227,20,24,65,39,33,6,43,22,REABASTECER,476
1c7124b05bd89c58cb7c763c8cfa02b4,1-c06e11c9046e8b4e501c8733d47b25d1,2019-5-4,Paraíso,-23.57677,-46.63933,73513,32,39,20,15,37,25,17,21,NORMAL,484
d60a9343ab2419edb79afad60449a45d,1-a54dfd662a9036ea59465da25d166a8a,2019-5-12,Paraíso,-23.57677,-46.63933,72577,48,45,19,33,12,43,18,36,NORMAL,492
7471f6094f1d927aadfc45df7c4e3941,1-eeefbe09b3284b0d1415a64345ed5215,2019-5-15,Paraíso,-23.57677,-46.63933,70442,20,24,65,29,39,31,4,21,REABASTECER,495
7471f6094f1d927aadfc45df7c30d865,1-7f4a29aa35a6dda8822478a736691ac6,2019-5-21,Paraíso,-23.57677,-46.63933,70899,46,44,23,17,18,16,18,38,NORMAL,501
483b71738752e2e7d7df0641f8f74397,1-801a8b8263e574fdb92241974150dc31,2019-5-23,Paraíso,-23.57677,-46.63933,71826,22,28,13,14,8,7,12,30,NORMAL,503
e8d11ba5f5f5d0a6835689c4619197bc,1-701aa5e58aa6c802471068caa6f2f2e3,2019-5-26,Paraíso,-23.57677,-46.63933,71975,77,2,57,43,37,37,37,18,REABASTECER,506
74a28781ccb7981450cb95c2a6bd9cdf,1-766193f18cbcdc465aa2a891256ad0f9,2019-6-1,Paraíso,-23.57677,-46.63933,71162,27,44,34,30,20,24,17,39,NORMAL,511
e8d11ba5f5f5d0a6835689c461aff00c,1-3bd52039c3e05e50e647ec8b3249cf6b,2019-6-10,Paraíso,-23.57677,-46.63933,73948,21,55,34,6,31,43,19,5,NORMAL,520
13ff47076576fbe15822c6c2b68ff12c,1-cb5a89127ecc1c419f429f55756421bd,2019-6-19,Paraíso,-23.57677,-46.63933,71006,10,65,34,21,39,14,27,10,REABASTECER,529
7471f6094f1d927aadfc45df7c3338fe,1-dd7b4cb3ba93aad9e80c4fc3dc0ba526,2019-6-23,Paraíso,-23.57677,-46.63933,71356,53,42,5,5,24,43,7,38,REABASTECER,533
7e1b042b14e8833c73af3ca4b116911e,1-45b52ac38444f6048ceca3a05be809ee,2019-6-24,Paraíso,-23.57677,-46.63933,72911,41,39,65,43,18,39,2,33,REABASTECER,534
ce8629a3db03c405e9a58e63a00a8db1,1-45b52ac38444f6048ceca3a05be809ee,2019-6-24,Paraíso,-23.57677,-46.63933,72911,41,39,65,43,18,39,2,33,REABASTECER,534
df228b8fe17b41e62c053b7850d5d83c,1-45b52ac38444f6048ceca3a05be809ee,2019-6-24,Paraíso,-23.57677,-46.63933,72911,41,39,65,43,18,39,2,33,REABASTECER,534
483b71738752e2e7d7df0641f8f978ac,1-958ebe91f0bd34d43944eb182d137d85,2019-6-25,Paraíso,-23.57677,-46.63933,71699,34,33,55,42,16,37,43,28,NORMAL,535
27e1cb9133c9edab1758e0123ad65fc6,1-67b18d6c58a4eced20d1015e89adb8f7,2019-6-30,Paraíso,-23.57677,-46.63933,72867,76,65,17,26,43,20,22,8,NORMAL,540
ce8629a3db03c405e9a58e63a0270575,1-d535c72ece8b7109247dc8eb6c74c7a3,2019-7-3,Paraíso,-23.57677,-46.63933,72570,43,48,60,15,29,10,8,40,NORMAL,543
483b71738752e2e7d7df0641f8fa6d88,1-494fb7b056a57bf8f49acf45a8992f59,2019-7-7,Paraíso,-23.57677,-46.63933,70586,86,28,36,8,12,35,35,22,NORMAL,547
d232555727910860ff24f5c9bf30091c,1-feb3cfa242ee4186d4456d249165e2a7,2019-7-10,Paraíso,-23.57677,-46.63933,73528,56,19,19,41,43,22,23,10,NORMAL,550
98f3f4c0333bc77f7ad6070cf7d16c60,1-b506f973889314959c6272f79854f022,2019-7-12,Paraíso,-23.57677,-46.63933,73152,42,10,7,37,37,13,12,3,REABASTECER,552
580e7081a4c426fcccad7cae9b0d5a85,1-ada015f4e62ec9147073056b2204a35b,2019-7-17,Paraíso,-23.57677,-46.63933,70244,77,41,37,21,17,34,41,26,NORMAL,557
e8d11ba5f5f5d0a6835689c46196ace6,1-69f0ed1b168bbdeced49834571837c4e,2019-8-1,Paraíso,-23.57677,-46.63933,73180,27,36,4,21,5,19,32,9,REABASTECER,571
a922ee71e1c540228384bfc6c70dec4a,1-cb025facabdad51c38b46ff944dea4e4,2019-8-12,Paraíso,-23.57677,-46.63933,70285,7,19,56,27,43,29,29,6,REABASTECER,582
82f869036f373e203d597d25753658d6,1-d6dc9f9e8a1e924beefa85e702933bed,2019-8-16,Paraíso,-23.57677,-46.63933,73653,53,65,32,14,32,18,7,28,NORMAL,586
f40ff6236362c18a8fe5cdb5fc4dcc68,1-f052fa8fceb449625c2e6b003cd28fb4,2019-9-2,Paraíso,-23.57677,-46.63933,71227,86,30,59,16,10,19,31,14,NORMAL,602
dc5bce0af4d3e1576b0d634da9ab31f7,1-4f673986f3d163b7cb09df40e14de9b2,2019-9-9,Paraíso,-23.57677,-46.63933,71765,17,59,7,32,31,37,4,31,NORMAL,609
f18fd930721232facabf76d2c17dfacd,1-0d2ab101de092a2ca236bf123b92c85c,2019-9-13,Paraíso,-23.57677,-46.63933,71020,67,36,50,16,10,30,30,18,NORMAL,613
7471f6094f1d927aadfc45df7c5670ee,1-7800ae80ccf802cacd434b3d16c0993f,2019-9-15,Paraíso,-23.57677,-46.63933,70586,45,23,35,8,43,22,20,8,NORMAL,615
d60a9343ab2419edb79afad60452ccbf,1-63493cb49ebfad59444ba444307efd46,2019-9-19,Paraíso,-23.57677,-46.63933,73384,15,65,65,33,28,10,43,37,NORMAL,619
483b71738752e2e7d7df0641f8ffa472,1-faae65f68dac6d5766c1166241e436fd,2019-9-24,Paraíso,-23.57677,-46.63933,73246,52,35,22,24,6,41,23,20,REABASTECER,624
7471f6094f1d927aadfc45df7c3b70dd,1-d0e48d98329fcd60c271dcd233752eed,2019-10-7,Paraíso,-23.57677,-46.63933,73514,17,29,65,12,5,12,11,14,REABASTECER,637
ce8629a3db03c405e9a58e63a01274c4,1-686dd10ae189dfad948d18821272429f,2019-10-9,Paraíso,-23.57677,-46.63933,70082,86,15,45,11,41,9,3,4,REABASTECER,639
7e1b042b14e8833c73af3ca4b11f3a84,1-30209dfa71520e672286350fa49347d3,2019-10-10,Paraíso,-23.57677,-46.63933,71428,75,9,37,7,36,7,43,43,NORMAL,640
ce8629a3db03c405e9a58e63a02e6d64,1-5723e24755fcc093687fb9dad4ac688f,2019-10-14,Paraíso,-23.57677,-46.63933,71302,37,37,0,36,24,35,32,28,NORMAL,644
d60a9343ab2419edb79afad604722ef2,1-67644a497d11df0e2540d136ba679a77,2019-10-23,Paraíso,-23.57677,-46.63933,72475,36,47,9,43,33,17,39,43,NORMAL,653
dc5bce0af4d3e1576b0d634da9cb84a0,1-e271390aac93d56fa701f6ff3961dfff,2019-11-2,Paraíso,-23.57677,-46.63933,73367,12,63,14,25,3,26,43,6,REABASTECER,662
74a28781ccb7981450cb95c2a6c7c244,1-6cab094a2eeec14cf19d138eef080d3c,2019-11-3,Paraíso,-23.57677,-46.63933,72052,86,59,4,20,43,26,38,43,NORMAL,663
13ff47076576fbe15822c6c2b69afcbd,1-ec0a5e3779bf10f21ca2ec7ec75632ff,2019-11-8,Paraíso,-23.57677,-46.63933,73907,34,29,31,15,27,15,18,29,NORMAL,668
483b71738752e2e7d7df0641f8e65a85,1-d3fb6d54580510011916dd2769e69a7e,2019-11-10,Paraíso,-23.57677,-46.63933,73988,12,15,21,10,21,10,10,23,REABASTECER,670
81ffb67066478f29dd5e44ded470f43d,1-90838bf03a15adf45f3b5bf3a76fd9ea,2019-12-4,Paraíso,-23.57677,-46.63933,72872,25,7,58,24,43,30,3,23,REABASTECER,694
ce8629a3db03c405e9a58e63a016a45e,1-f866881f713bc2c5644451486db2aed0,2019-12-5,Paraíso,-23.57677,-46.63933,71243,16,65,52,23,37,24,43,19,NORMAL,695
